Date,Tournament,Court Type,Player1,Player1_Rank,Player1_RankingPoints,Player2,Player2_Rank,Player2_RankingPoints,Best of Sets,ScoreProgression_Games,ScoreProgression_Sets,Player1_Aces,Player1_BreakpointsWon,Player1_DoubleFaults,Player1_FirstServePointsWon,Player1_FirstServeSuccessful,Player1_MaxPointsInARow,Player1_PointsWon,Player1_SecondServePointsWon,Player1_SecondServeSuccessful,Player1_ServiceGamesWon,Player1_ServicePointsLost,Player1_ServicePointsWon,Player1_TiebreaksWon,Player1_TotalBreakpoints,Player1_GamesWon,Player1_MaxGamesInARow,Player2_Aces,Player2_BreakpointsWon,Player2_DoubleFaults,Player2_FirstServePointsWon,Player2_FirstServeSuccessful,Player2_MaxPointsInARow,Player2_PointsWon,Player2_SecondServePointsWon,Player2_SecondServeSuccessful,Player2_ServiceGamesWon,Player2_ServicePointsLost,Player2_ServicePointsWon,Player2_TiebreaksWon,Player2_TotalBreakpoints,Player2_GamesWon,Player2_MaxGamesInARow
2023-10-07,Shanghai,hardcourt-outdoor,"Atmane, Terence",137,463,"Jarry, Nicolas",24,1675,3,"[[[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [4, 4], [5, 4], [5, 5], [5, 6], [5, 7]], [[1, 0], [1, 1], [2, 1], [2, 2], [2, 3], [2, 4], [2, 5], [2, 6]]]","[[0, 1], [0, 2]]",6,0,1,32,50,4,41,3,7,7,23,35,0,0,7,1,3,3,1,33,36,7,64,8,10,10,6,41,0,4,13,5
2023-10-07,Shanghai,hardcourt-outdoor,"Garin, Christian",100,608,"Medvedev, Daniil",4,7195,3,"[[[1, 0], [1, 1], [1, 2], [2, 2], [3, 2], [3, 3], [3, 4], [3, 5], [3, 6]], [[0, 1], [0, 2], [0, 3], [0, 4], [1, 4], [2, 4], [2, 5], [3, 5], [3, 6]]]","[[0, 1], [0, 2]]",4,2,3,31,55,5,50,0,3,4,30,31,0,9,6,2,7,5,4,36,49,6,66,0,2,7,19,36,0,9,12,8
2023-10-07,Shanghai,hardcourt-outdoor,"Tiafoe, Francis",25,1650,"Sonego, Lorenzo",47,996,3,"[[[0, 1], [1, 1], [1, 2], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2]], [[0, 1], [0, 2], [0, 3], [1, 3], [1, 4], [2, 4], [2, 5], [2, 6]], [[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [3, 4], [3, 5], [3, 6]]]","[[1, 0], [1, 1], [1, 2]]",1,2,3,35,52,5,71,11,9,9,31,46,0,8,11,5,9,3,2,43,54,8,82,8,9,11,25,51,0,5,14,3
2023-10-07,Shanghai,hardcourt-outdoor,"Van De Zandschulp, Botic",112,565,"Humbert, Ugo",15,2455,3,"[[[0, 1], [0, 2], [1, 2], [2, 2], [3, 2], [4, 2], [4, 3], [4, 4], [4, 5], [4, 6]], [[1, 0], [2, 0], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]], [[1, 0], [1, 1], [1, 2], [1, 3], [2, 3], [2, 4], [2, 5], [2, 6]]]","[[0, 1], [1, 1], [1, 2]]",2,5,3,28,41,6,71,9,22,7,29,37,0,9,12,5,1,5,2,27,47,5,70,14,26,8,34,41,0,8,13,4
2023-10-07,Shanghai,hardcourt-outdoor,"Sinner, Jannik",2,8860,"Giron, Marcos",49,980,3,"[[[0, 1], [0, 2], [0, 3], [1, 3], [1, 4], [2, 4], [3, 4], [4, 4], [4, 5], [5, 5], [5, 6], [6, 6], [7, 6]], [[1, 0], [2, 0], [2, 1], [3, 1], [4, 1], [4, 2], [5, 2], [6, 2]]]","[[1, 0], [2, 0]]",4,4,2,39,50,8,81,5,10,8,17,44,1,8,13,4,2,2,2,37,67,4,58,4,9,6,37,41,0,3,8,3
2023-10-07,Shanghai,hardcourt-outdoor,"Alcaraz, Carlos",3,7345,"Barrere, Gregoire",115,560,3,"[[[1, 0], [2, 0], [3, 0], [4, 0], [4, 1], [5, 1], [5, 2], [6, 2]], [[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [4, 3], [4, 4], [4, 5], [5, 5], [6, 5], [7, 5]]]","[[1, 0], [2, 0]]",4,4,2,35,50,5,79,8,14,9,23,43,0,6,13,4,5,1,5,26,42,5,66,17,32,6,36,43,0,7,7,2
2023-10-07,Shanghai,hardcourt-outdoor,"Watanuki, Yosuke",153,403,"Fritz, Taylor",13,2870,3,"[[[1, 0], [2, 0], [2, 1], [3, 1], [3, 2], [4, 2], [4, 3], [5, 3], [5, 4], [5, 5], [5, 6], [6, 6], [6, 7]], [[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [4, 2], [5, 2], [5, 3], [5, 4], [5, 5], [6, 5], [6, 6], [7, 6]], [[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [3, 4], [4, 4], [4, 5], [4, 6]]]","[[0, 1], [1, 1], [1, 2]]",19,2,3,53,62,6,107,21,46,14,37,74,1,6,17,3,15,3,4,50,66,5,112,25,38,15,33,75,1,5,19,3
2023-10-06,Shanghai,hardcourt-outdoor,"Marozsan, Fabian",36,1179,"Minaur, Alex De",11,3435,3,"[[[1, 0], [2, 0], [3, 0], [3, 1], [4, 1], [4, 2], [5, 2], [5, 3], [6, 3]], [[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [3, 4], [4, 4], [5, 4], [5, 5], [6, 5], [7, 5]]]","[[1, 0], [2, 0]]",5,3,2,44,60,6,71,1,3,10,20,45,0,5,13,3,5,1,2,34,57,5,56,2,3,7,26,36,0,3,8,1
2023-10-06,Shanghai,hardcourt-outdoor,"Hanfmann, Yannick",59,848,"Eubanks, Christopher",43,1053,3,"[[[1, 0], [1, 1], [1, 2], [2, 2], [3, 2], [4, 2], [4, 3], [5, 3], [5, 4], [6, 4]], [[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [2, 4], [2, 5], [3, 5], [3, 6]], [[1, 0], [1, 1], [1, 2], [1, 3], [2, 3], [2, 4], [2, 5], [2, 6]]]","[[1, 0], [1, 1], [1, 2]]",8,2,1,41,64,6,85,14,26,9,36,55,0,3,11,3,14,4,1,42,65,6,91,13,20,12,30,55,0,11,16,3
2023-10-06,Shanghai,hardcourt-outdoor,"Ruud, Casper",7,4535,"Nishioka, Yoshihito",80,721,3,"[[[1, 0], [1, 1], [2, 1], [3, 1], [4, 1], [4, 2], [4, 3], [4, 4], [5, 4], [5, 5], [6, 5], [7, 5]], [[1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0]]]","[[1, 0], [2, 0]]",9,5,0,28,33,10,64,4,6,8,7,32,0,9,13,8,2,1,1,24,43,6,35,4,16,4,32,28,0,1,5,3
2023-10-06,Shanghai,hardcourt-outdoor,"Mcdonald, Mackenzie",76,735,"Cerundolo, Francisco",22,1870,3,"[[[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [3, 4], [4, 4], [4, 5], [5, 5], [5, 6], [6, 6], [6, 7]], [[1, 0], [2, 0], [3, 0], [3, 1], [3, 2], [3, 3], [4, 3], [4, 4], [5, 4], [5, 5], [5, 6], [6, 6], [6, 7]]]","[[0, 1], [0, 2]]",5,2,0,47,65,6,93,12,26,10,32,59,0,3,12,3,3,2,4,43,59,6,89,14,28,10,34,57,2,10,14,3
2023-10-06,Shanghai,hardcourt-outdoor,"Auger Aliassime, Felix",20,1880,"Fucsovics, Marton",50,957,3,"[[[1, 0], [2, 0], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [4, 4], [5, 4], [5, 5], [6, 5], [6, 6], [6, 7]], [[0, 1], [1, 1], [1, 2], [2, 2], [3, 2], [3, 3], [3, 4], [4, 4], [5, 4], [6, 4]], [[0, 1], [0, 2], [0, 3], [1, 3], [1, 4], [2, 4], [2, 5], [3, 5], [3, 6]]]","[[0, 1], [1, 1], [1, 2]]",8,3,6,54,77,5,111,5,12,12,35,59,0,12,15,3,5,3,5,77,120,5,116,4,8,13,52,81,1,4,17,3
2023-10-06,Shanghai,hardcourt-outdoor,"Nakashima, Brandon",72,760,"Rune, Holger V. N.",12,3250,3,"[[[1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [6, 0]], [[0, 1], [1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [5, 2], [6, 2]]]","[[1, 0], [2, 0]]",5,5,0,27,36,10,61,4,8,7,13,31,0,14,12,6,4,0,3,20,42,5,37,4,9,2,30,24,0,1,2,1
2023-10-06,Shanghai,hardcourt-outdoor,"Hsu, Yu Hsiou",235,256,"Musetti, Lorenzo",29,1405,3,"[[[1, 0], [2, 0], [2, 1], [3, 1], [4, 1], [4, 2], [4, 3], [5, 3], [6, 3]], [[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [4, 4], [5, 4], [6, 4]]]","[[1, 0], [2, 0]]",2,4,1,25,30,7,67,10,15,8,10,35,0,10,12,3,3,1,4,31,48,8,48,7,18,6,32,38,0,3,7,2
2023-10-06,Shanghai,hardcourt-outdoor,"Shelton, Ben",14,2460,"Munar Clar, Jaume",68,805,3,"[[[0, 1], [1, 1], [2, 1], [3, 1], [3, 2], [4, 2], [4, 3], [5, 3], [5, 4], [6, 4]], [[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [4, 3], [5, 3], [5, 4], [6, 4]]]","[[1, 0], [2, 0]]",3,2,3,37,48,5,67,8,12,10,17,45,0,5,12,3,2,0,3,26,39,5,54,11,18,8,22,37,0,3,8,1
2023-10-06,Shanghai,hardcourt-outdoor,"Hurkacz, Hubert",9,3730,"Kokkinakis, Thanasi",94,647,3,"[[[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [4, 4], [5, 4], [5, 5], [6, 5], [6, 6], [7, 6]], [[0, 1], [1, 1], [1, 2], [2, 2], [3, 2], [4, 2], [4, 3], [5, 3], [5, 4], [6, 4]]]","[[1, 0], [2, 0]]",17,1,1,49,62,6,69,4,8,11,18,53,1,1,13,3,6,0,0,39,52,4,66,9,12,10,16,48,0,1,10,1
2023-10-06,Shanghai,hardcourt-outdoor,"Etcheverry, T. Martin",28,1460,"Zhang, Zhizhen",56,868,3,"[[[0, 1], [1, 1], [1, 2], [2, 2], [3, 2], [4, 2], [4, 3], [5, 3], [5, 4], [6, 4]], [[0, 1], [1, 1], [1, 2], [1, 3], [1, 4], [2, 4], [2, 5], [3, 5], [3, 6]], [[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [4, 4], [4, 5], [4, 6]]]","[[1, 0], [1, 1], [1, 2]]",7,1,1,38,51,8,81,15,25,12,24,53,0,6,13,3,6,2,0,47,63,6,85,14,26,13,28,61,0,3,16,3
2023-10-06,Shanghai,hardcourt-outdoor,"Sweeny, Dane",224,270,"Baez, Sebastian",19,1960,3,"[[[1, 0], [1, 1], [1, 2], [1, 3], [2, 3], [2, 4], [2, 5], [2, 6]], [[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [3, 4], [3, 5], [4, 5], [4, 6]]]","[[0, 1], [0, 2]]",1,0,1,20,32,4,38,8,13,6,18,28,0,1,6,1,2,3,1,27,35,12,55,10,11,9,10,37,0,3,12,3
2023-10-06,Shanghai,hardcourt-outdoor,"Korda, Sebastian",27,1525,"Yunchaokete, Bu",239,250,3,"[[[1, 0], [1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]], [[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [4, 3], [5, 3], [5, 4], [6, 4]]]","[[1, 0], [2, 0]]",9,3,2,32,42,6,60,8,14,9,18,40,0,6,12,5,1,0,2,25,39,5,45,2,6,5,20,27,0,0,5,1
2023-10-06,Shanghai,hardcourt-outdoor,"Safiullin, Roman",39,1138,"Zverev, Alexander",5,5435,3,"[[[1, 0], [2, 0], [3, 0], [3, 1], [4, 1], [4, 2], [5, 2], [5, 3], [6, 3]], [[0, 1], [1, 1], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]]]","[[1, 0], [2, 0]]",7,4,0,25,28,5,62,10,19,8,12,35,0,6,12,6,7,0,0,20,42,4,40,8,13,4,27,28,0,1,4,1
2023-10-05,Shanghai,hardcourt-outdoor,"Borges, Nuno",53,931,"Barrere, Gregoire",115,560,3,"[[[0, 1], [0, 2], [0, 3], [1, 3], [1, 4], [2, 4], [2, 5], [2, 6]], [[0, 1], [1, 1], [1, 2], [1, 3], [1, 4], [2, 4], [2, 5], [2, 6]]]","[[0, 1], [0, 2]]",0,0,1,17,27,4,38,6,15,4,20,23,0,7,4,1,2,4,2,28,38,5,58,10,13,8,15,38,0,6,12,3
2023-10-05,Shanghai,hardcourt-outdoor,"Shevchenko, Alexander",60,848,"Tseng, Chun Hsin",248,237,3,"[[[0, 1], [1, 1], [2, 1], [3, 1], [3, 2], [4, 2], [4, 3], [5, 3], [6, 3]], [[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [3, 4], [3, 5], [3, 6]], [[0, 1], [1, 1], [1, 2], [1, 3], [1, 4], [2, 4], [2, 5], [2, 6]]]","[[1, 0], [1, 1], [1, 2]]",2,2,3,25,36,6,70,18,31,9,27,43,0,5,11,3,3,4,3,36,49,8,79,16,27,11,27,52,0,6,15,5
2023-10-05,Shanghai,hardcourt-outdoor,"Sekulic, Philip",257,229,"Sonego, Lorenzo",47,996,3,"[[[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [2, 4], [2, 5], [3, 5], [3, 6]], [[1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5], [2, 5], [2, 6]]]","[[0, 1], [0, 2]]",0,0,0,22,36,4,45,6,15,5,23,28,0,4,5,1,13,3,0,31,38,7,65,11,21,9,17,42,0,8,12,5
2023-10-05,Shanghai,hardcourt-outdoor,"Kukushkin, Mikhail",134,482,"Muller, Alexandre",109,577,3,"[[[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [3, 4], [4, 4], [4, 5], [5, 5], [5, 6], [6, 6], [6, 7]], [[1, 0], [1, 1], [2, 1], [3, 1], [4, 1], [4, 2], [5, 2], [5, 3], [6, 3]], [[1, 0], [2, 0], [2, 1], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2]]]","[[0, 1], [1, 1], [2, 1]]",0,4,1,51,79,8,108,20,28,14,37,71,0,4,18,4,10,1,1,44,60,5,94,13,33,10,37,57,1,8,12,2
2023-10-05,Shanghai,hardcourt-outdoor,"Vukic, Aleksandar",70,792,"Carballes Baena, Roberto",62,826,3,"[[[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [4, 3], [5, 3], [5, 4], [6, 4]], [[0, 1], [1, 1], [2, 1], [3, 1], [3, 2], [3, 3], [3, 4], [4, 4], [4, 5], [5, 5], [5, 6], [6, 6], [7, 6]]]","[[1, 0], [2, 0]]",9,2,0,30,36,6,83,18,28,10,16,48,1,6,13,3,2,1,2,35,53,6,72,21,36,9,35,56,0,1,10,3
2023-10-05,Shanghai,hardcourt-outdoor,"Kotov, Pavel",63,819,"Fils, Arthur",34,1251,3,"[[[0, 1], [0, 2], [0, 3], [1, 3], [1, 4], [1, 5], [1, 6]], [[0, 1], [0, 2], [0, 3], [0, 4], [1, 4], [1, 5], [2, 5], [3, 5], [4, 5], [4, 6]]]","[[0, 1], [0, 2]]",3,1,1,19,38,5,47,9,14,4,25,28,0,1,5,3,5,4,5,26,32,7,61,10,18,8,19,36,0,10,12,7
2023-10-05,Shanghai,hardcourt-outdoor,"Hijikata, Rinky",79,724,"Djere, Laslo",44,1050,3,"[[[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [4, 4], [5, 4], [5, 5], [6, 5], [6, 6], [7, 6]], [[0, 1], [1, 1], [2, 1], [3, 1], [3, 2], [4, 2], [4, 3], [5, 3], [5, 4], [5, 5], [6, 5], [7, 5]]]","[[1, 0], [2, 0]]",2,2,3,48,62,6,95,16,32,11,32,64,1,5,14,3,7,1,5,40,56,6,87,15,25,10,31,55,0,8,11,2
2023-10-05,Shanghai,hardcourt-outdoor,"Zhukayev, Beibit",174,347,"Napolitano, Stefano",125,506,3,"[[[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [4, 4], [5, 4], [5, 5], [6, 5], [7, 5]], [[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [4, 4], [5, 4], [5, 5], [6, 5], [7, 5]]]","[[1, 0], [2, 0]]",6,2,2,39,49,7,84,12,16,12,16,51,0,12,14,3,9,0,4,39,59,6,72,17,26,10,33,56,0,3,10,1
2023-10-05,Shanghai,hardcourt-outdoor,"Thompson, Jordan",35,1191,"Atmane, Terence",137,463,3,"[[[0, 1], [1, 1], [1, 2], [1, 3], [1, 4], [2, 4], [2, 5], [3, 5], [3, 6]], [[0, 1], [0, 2], [1, 2], [1, 3], [2, 3], [3, 3], [4, 3], [5, 3], [6, 3]], [[0, 1], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5], [1, 6]]]","[[0, 1], [1, 1], [1, 2]]",5,2,0,30,44,10,60,7,17,8,24,37,0,7,10,5,7,4,4,30,42,9,71,17,25,11,23,47,0,6,15,5
2023-10-05,Shanghai,hardcourt-outdoor,"Popyrin, Alexei",42,1057,"Arnaldi, Matteo",37,1160,3,"[[[0, 1], [1, 1], [2, 1], [3, 1], [3, 2], [4, 2], [4, 3], [5, 3], [5, 4], [6, 4]], [[0, 1], [1, 1], [1, 2], [2, 2], [3, 2], [3, 3], [3, 4], [3, 5], [3, 6]], [[1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5], [2, 5], [3, 5], [4, 5], [4, 6]]]","[[1, 0], [1, 1], [1, 2]]",6,3,1,38,57,5,83,13,27,10,34,51,0,5,13,3,2,4,2,34,45,5,91,23,42,12,32,57,0,8,16,5
2023-10-05,Shanghai,hardcourt-outdoor,"Karatsev, Aslan",86,675,"Halys, Quentin",188,321,3,"[[[0, 1], [1, 1], [1, 2], [2, 2], [3, 2], [3, 3], [3, 4], [4, 4], [4, 5], [5, 5], [5, 6], [6, 6], [6, 7]], [[1, 0], [2, 0], [3, 0], [3, 1], [4, 1], [4, 2], [5, 2], [5, 3], [6, 3]], [[0, 1], [1, 1], [1, 2], [1, 3], [1, 4], [2, 4], [2, 5], [2, 6]]]","[[0, 1], [1, 1], [1, 2]]",8,2,5,52,64,5,90,10,26,12,33,62,0,7,14,3,5,3,6,43,58,5,91,15,22,12,28,58,1,8,16,3
2023-10-05,Shanghai,hardcourt-outdoor,"Van De Zandschulp, Botic",112,565,"O'Connell, Christopher",66,807,3,"[[[0, 1], [1, 1], [2, 1], [3, 1], [3, 2], [4, 2], [5, 2], [6, 2]], [[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [3, 4], [4, 4], [4, 5], [5, 5], [6, 5], [6, 6], [6, 7]], [[1, 0], [1, 1], [2, 1], [2, 2], [2, 3], [2, 4], [3, 4], [4, 4], [5, 4], [6, 4]]]","[[1, 0], [1, 1], [2, 1]]",10,5,2,48,63,7,101,13,18,13,22,61,0,9,18,4,4,2,1,47,65,5,79,10,31,10,40,57,1,4,13,3
2023-10-05,Shanghai,hardcourt-outdoor,"Schwartzman, Diego S.",142,439,"Van Assche, Luca",97,628,3,"[[[0, 1], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [3, 4], [3, 5], [4, 5], [5, 5], [5, 6], [5, 7]], [[0, 1], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [5, 3], [6, 3]], [[0, 1], [0, 2], [1, 2], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2]]]","[[0, 1], [1, 1], [2, 1]]",0,7,2,46,76,6,102,18,36,10,50,64,0,10,17,6,8,5,2,28,53,8,91,13,24,7,38,41,0,18,12,3
2023-10-05,Shanghai,hardcourt-outdoor,"Wolf, Jeffrey John",101,605,"Cachin, Pedro",99,613,3,"[[[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [2, 4], [2, 5], [3, 5], [3, 6]], [[1, 0], [1, 1], [2, 1], [3, 1], [4, 1], [4, 2], [5, 2], [5, 3], [6, 3]], [[1, 0], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [4, 3], [5, 3], [5, 4], [6, 4]]]","[[0, 1], [1, 1], [2, 1]]",12,3,3,42,49,11,91,19,39,12,30,61,0,5,15,3,7,2,4,41,56,5,82,11,22,11,30,52,0,9,13,3
2023-10-05,Shanghai,hardcourt-outdoor,"Varillas, Juan Pablo",110,572,"Ofner, Sebastian",46,1036,3,"[[[0, 1], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [4, 4], [5, 4], [5, 5], [6, 5], [6, 6], [6, 7]], [[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [3, 4], [3, 5], [4, 5], [5, 5], [5, 6], [6, 6], [6, 7]]]","[[0, 1], [0, 2]]",6,2,0,45,62,6,87,14,33,10,36,59,0,5,12,2,12,2,2,41,50,5,95,18,35,10,28,59,2,4,14,3
2023-10-05,Shanghai,hardcourt-outdoor,"Watanuki, Yosuke",153,403,"Shang, Juncheng",105,590,3,"[[[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [3, 4], [4, 4], [5, 4], [5, 5], [6, 5], [6, 6], [7, 6]], [[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [2, 4], [3, 4], [4, 4], [4, 5], [4, 6]], [[0, 1], [1, 1], [1, 2], [2, 2], [3, 2], [4, 2], [4, 3], [5, 3], [5, 4], [6, 4]]]","[[1, 0], [1, 1], [2, 1]]",13,3,4,43,59,9,117,26,40,13,34,69,1,12,17,3,2,3,1,50,78,7,111,27,46,13,48,77,0,10,16,3
2023-10-04,Shanghai,hardcourt-outdoor,"Nakashima, Brandon",72,760,"Zapata Miralles, Bernabe",178,340,3,"[[[1, 0], [2, 0], [3, 0], [4, 0], [5, 0], [5, 1], [6, 1]], [[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [3, 4], [4, 4], [4, 5], [5, 5], [5, 6], [6, 6], [7, 6]]]","[[1, 0], [2, 0]]",9,2,1,40,44,11,65,4,10,10,10,44,1,2,13,5,0,0,1,24,35,4,42,8,17,7,21,32,0,0,7,1
2023-10-04,Shanghai,hardcourt-outdoor,"Lajovic, Dusan",64,811,"Wawrinka, Stan",87,672,3,"[[[1, 0], [2, 0], [2, 1], [3, 1], [3, 2], [4, 2], [5, 2], [5, 3], [5, 4], [6, 4]], [[0, 1], [1, 1], [2, 1], [2, 2], [2, 3], [3, 3], [4, 3], [4, 4], [4, 5], [5, 5], [5, 6], [6, 6], [7, 6]]]","[[1, 0], [2, 0]]",6,4,1,36,50,6,77,11,21,8,25,47,1,8,13,2,10,3,1,37,50,7,70,8,24,7,30,45,0,5,10,2
2023-10-04,Shanghai,hardcourt-outdoor,"Altmaier, Daniel",78,733,"Nishioka, Yoshihito",80,721,3,"[[[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [4, 4], [4, 5], [4, 6]], [[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [4, 2], [5, 2], [5, 3], [6, 3]], [[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [3, 4], [4, 4], [4, 5], [5, 5], [5, 6], [6, 6], [6, 7]]]","[[0, 1], [1, 1], [1, 2]]",15,1,2,49,63,7,92,17,27,15,26,66,0,5,16,3,1,1,0,47,64,5,91,18,27,14,26,65,1,2,16,3
2023-10-04,Shanghai,hardcourt-outdoor,"Sweeny, Dane",224,270,"Daniel, Taro",82,715,3,"[[[1, 0], [1, 1], [2, 1], [3, 1], [3, 2], [4, 2], [5, 2], [6, 2]], [[1, 0], [2, 0], [3, 0], [3, 1], [4, 1], [4, 2], [5, 2], [5, 3], [6, 3]]]","[[1, 0], [2, 0]]",1,4,0,26,41,6,63,15,25,8,25,41,0,5,12,6,3,1,2,16,28,5,50,9,17,4,22,25,0,6,5,1
2023-10-04,Shanghai,hardcourt-outdoor,"Kokkinakis, Thanasi",94,647,"Fognini, Fabio",92,650,3,"[[[1, 0], [2, 0], [2, 1], [3, 1], [3, 2], [4, 2], [5, 2], [6, 2]], [[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [3, 4], [4, 4], [5, 4], [6, 4]]]","[[1, 0], [2, 0]]",6,3,2,31,37,5,60,8,15,9,14,39,0,5,12,3,2,0,3,27,43,5,47,6,10,6,21,33,0,2,6,1
2023-10-04,Shanghai,hardcourt-outdoor,"Rinderknech, Arthur",73,754,"Marozsan, Fabian",36,1179,3,"[[[0, 1], [1, 1], [1, 2], [2, 2], [2, 3], [3, 3], [3, 4], [4, 4], [4, 5], [5, 5], [5, 6], [6, 6], [6, 7]], [[1, 0], [1, 1], [1, 2], [1, 3], [2, 3], [2, 4], [2, 5], [2, 6]]]","[[0, 1], [0, 2]]",2,0,3,36,46,4,57,6,14,8,21,42,0,0,8,1,1,2,2,36,46,6,67,10,13,10,15,46,1,4,13,3
2023-10-04,Shanghai,hardcourt-outdoor,"Duckworth, James",102,597,"Hanfmann, Yannick",59,848,3,"[[[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [3, 4], [3, 5], [4, 5], [4, 6]], [[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [4, 4], [5, 4], [5, 5], [6, 5], [6, 6], [7, 6]], [[0, 1], [0, 2], [0, 3], [1, 3], [1, 4], [2, 4], [2, 5], [3, 5], [3, 6]]]","[[0, 1], [1, 1], [1, 2]]",10,0,1,58,80,6,90,12,17,13,29,70,1,1,14,1,12,2,1,60,73,9,102,13,19,16,20,73,0,7,18,3
2023-10-04,Shanghai,hardcourt-outdoor,"Moutet, Corentin",83,715,"Mcdonald, Mackenzie",76,735,3,"[[[0, 1], [1, 1], [1, 2], [1, 3], [1, 4], [2, 4], [2, 5], [2, 6]], [[0, 1], [1, 1], [1, 2], [1, 3], [1, 4], [2, 4], [2, 5], [3, 5], [3, 6]]]","[[0, 1], [0, 2]]",0,0,0,22,39,4,47,6,12,5,23,28,0,4,5,1,0,3,2,35,45,5,67,9,16,9,19,44,0,3,12,3
2023-10-04,Shanghai,hardcourt-outdoor,"Yevseyev, Denis",177,341,"Fucsovics, Marton",50,957,3,"[[[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [3, 3], [4, 3], [4, 4], [4, 5], [4, 6]], [[0, 1], [0, 2], [0, 3], [0, 4], [1, 4], [1, 5], [2, 5], [2, 6]]]","[[0, 1], [0, 2]]",1,0,1,20,32,4,45,10,14,6,17,30,0,2,6,1,1,3,1,26,36,9,56,13,17,9,15,39,0,5,12,7
2023-10-04,Shanghai,hardcourt-outdoor,"Zhang, Zhizhen",56,868,"Gasquet, Richard",113,565,3,"[[[1, 0], [2, 0], [2, 1], [3, 1], [4, 1], [5, 1], [6, 1]], [[1, 0], [1, 1], [2, 1], [2, 2], [3, 2], [4, 2], [5, 2], [6, 2]]]","[[1, 0], [2, 0]]",11,5,1,23,24,8,59,5,8,7,5,28,0,11,12,5,0,0,2,17,38,4,29,7,15,3,31,24,0,0,3,1
