RankNo,Name,Points,Movement,PlayerId,Year,courtType,Age,HeightCm,WeightKg,PlayHand,SglHiRank,SglCareerWon,SglCareerLost,SglYtdWon,SglYtdLost,SglHiRankDate,FirstServePercentage,FirstServePointsWonPercentage,SecondServePointsWonPercentage,BreakPointsSavedPercentage,ServiceGamesWonPercentage,ServicePointsWonPercentage,FirstServeReturnPointsWonPercentage,SecondServeReturnPointsWonPercentage,BreakPointsConvertedPercentage,ReturnGamesWonPercentage,ReturnPointsWonPercentage,TotalPointsWonPercentage
95,Yannick Hanfmann,626,-3,H997,2024,Grass,32,193,86,R,45,65,73,11,16,2023-07-03T00:00:00,80,76,48,80,95,70,24,55,19,14,36,52
95,Yannick Hanfmann,626,-3,H997,2024,Clay,32,193,86,R,45,65,73,11,16,2023-07-03T00:00:00,66,64,50,50,70,59,30,49,31,21,38,48
95,Yannick Hanfmann,626,-3,H997,2024,Hard,32,193,86,R,45,65,73,11,16,2023-07-03T00:00:00,64,68,53,65,79,63,26,47,51,16,34,49
95,Yannick Hanfmann,626,-3,H997,2024,all,32,193,86,R,45,65,73,11,16,2023-07-03T00:00:00,66,66,51,57,75,61,28,49,34,19,36,49
95,Yannick Hanfmann,626,-3,H997,all,Grass,32,193,86,R,45,65,73,11,16,2023-07-03T00:00:00,68,73,54,56,85,67,26,49,35,18,35,50
95,Yannick Hanfmann,626,-3,H997,all,Clay,32,193,86,R,45,65,73,11,16,2023-07-03T00:00:00,65,68,52,59,77,62,32,49,38,23,38,50
95,Yannick Hanfmann,626,-3,H997,all,Hard,32,193,86,R,45,65,73,11,16,2023-07-03T00:00:00,64,68,49,64,75,61,26,47,32,14,34,48
95,Yannick Hanfmann,626,-3,H997,all,all,32,193,86,R,45,65,73,11,16,2023-07-03T00:00:00,65,68,51,60,78,62,30,48,36,20,37,49
96,Botic van de Zandschulp,618,3,V812,2022,Grass,28,191,85,R,22,86,80,9,15,2022-08-29T00:00:00,61,75,52,63,81,66,28,50,43,23,37,51
96,Botic van de Zandschulp,618,3,V812,2022,Clay,28,191,85,R,22,86,80,9,15,2022-08-29T00:00:00,67,68,48,61,74,61,35,49,47,30,40,51
96,Botic van de Zandschulp,618,3,V812,2022,Hard,28,191,85,R,22,86,80,9,15,2022-08-29T00:00:00,62,72,47,61,78,63,31,51,39,23,39,50
96,Botic van de Zandschulp,618,3,V812,2022,all,28,191,85,R,22,86,80,9,15,2022-08-29T00:00:00,63,72,48,62,78,63,32,50,42,25,39,51
96,Botic van de Zandschulp,618,3,V812,2023,Grass,28,191,85,R,22,86,80,9,15,2022-08-29T00:00:00,63,71,46,58,74,62,26,53,23,12,35,48
96,Botic van de Zandschulp,618,3,V812,2023,Clay,28,191,85,R,22,86,80,9,15,2022-08-29T00:00:00,60,67,46,56,69,58,36,50,33,27,42,50
96,Botic van de Zandschulp,618,3,V812,2023,Hard,28,191,85,R,22,86,80,9,15,2022-08-29T00:00:00,64,70,47,65,77,62,31,50,39,23,37,50
96,Botic van de Zandschulp,618,3,V812,2023,all,28,191,85,R,22,86,80,9,15,2022-08-29T00:00:00,63,69,47,62,75,61,31,50,36,23,38,50
96,Botic van de Zandschulp,618,3,V812,2024,Grass,28,191,85,R,22,86,80,9,15,2022-08-29T00:00:00,55,73,29,65,57,53,37,54,50,29,42,48
96,Botic van de Zandschulp,618,3,V812,2024,Clay,28,191,85,R,22,86,80,9,15,2022-08-29T00:00:00,61,65,44,59,67,57,34,50,35,23,40,49
96,Botic van de Zandschulp,618,3,V812,2024,Hard,28,191,85,R,22,86,80,9,15,2022-08-29T00:00:00,63,69,47,60,73,61,25,50,37,16,35,48
96,Botic van de Zandschulp,618,3,V812,2024,all,28,191,85,R,22,86,80,9,15,2022-08-29T00:00:00,62,68,45,60,70,59,29,50,37,20,37,48
96,Botic van de Zandschulp,618,3,V812,all,Grass,28,191,85,R,22,86,80,9,15,2022-08-29T00:00:00,61,74,49,62,79,64,28,50,36,21,36,50
96,Botic van de Zandschulp,618,3,V812,all,Clay,28,191,85,R,22,86,80,9,15,2022-08-29T00:00:00,63,67,47,60,72,60,34,50,40,27,40,50
96,Botic van de Zandschulp,618,3,V812,all,Hard,28,191,85,R,22,86,80,9,15,2022-08-29T00:00:00,63,72,47,63,78,63,30,50,38,22,37,50
96,Botic van de Zandschulp,618,3,V812,all,all,28,191,85,R,22,86,80,9,15,2022-08-29T00:00:00,63,71,47,62,77,62,31,50,38,23,38,50
97,Fabio Fognini,618,3,F510,2022,Grass,37,178,79,R,9,419,379,5,4,2019-07-15T00:00:00,61,79,44,33,81,65,16,45,40,9,26,45
97,Fabio Fognini,618,3,F510,2022,Clay,37,178,79,R,9,419,379,5,4,2019-07-15T00:00:00,60,64,52,58,72,59,31,53,37,26,39,49
97,Fabio Fognini,618,3,F510,2022,Hard,37,178,79,R,9,419,379,5,4,2019-07-15T00:00:00,57,68,47,61,71,59,28,48,41,22,36,48
97,Fabio Fognini,618,3,F510,2022,all,37,178,79,R,9,419,379,5,4,2019-07-15T00:00:00,59,66,49,59,72,59,29,51,39,24,37,49
97,Fabio Fognini,618,3,F510,2023,Grass,37,178,79,R,9,419,379,5,4,2019-07-15T00:00:00,,,,,,,,,,,,
97,Fabio Fognini,618,3,F510,2023,Clay,37,178,79,R,9,419,379,5,4,2019-07-15T00:00:00,61,63,48,54,65,57,37,53,52,37,43,50
97,Fabio Fognini,618,3,F510,2023,Hard,37,178,79,R,9,419,379,5,4,2019-07-15T00:00:00,58,68,44,53,67,58,26,50,33,15,35,47
97,Fabio Fognini,618,3,F510,2023,all,37,178,79,R,9,419,379,5,4,2019-07-15T00:00:00,60,65,47,54,66,57,33,52,47,28,40,49
97,Fabio Fognini,618,3,F510,2024,Grass,37,178,79,R,9,419,379,5,4,2019-07-15T00:00:00,0,0,0,0,0,0,0,0,0,0,0,0
97,Fabio Fognini,618,3,F510,2024,Clay,37,178,79,R,9,419,379,5,4,2019-07-15T00:00:00,60,66,46,53,67,58,32,51,47,29,40,49
97,Fabio Fognini,618,3,F510,2024,Hard,37,178,79,R,9,419,379,5,4,2019-07-15T00:00:00,45,66,46,33,65,55,45,44,41,36,45,49
97,Fabio Fognini,618,3,F510,2024,all,37,178,79,R,9,419,379,5,4,2019-07-15T00:00:00,57,66,46,49,66,57,35,50,45,31,41,49
97,Fabio Fognini,618,3,F510,all,Grass,37,178,79,R,9,419,379,5,4,2019-07-15T00:00:00,61,70,49,55,75,62,29,49,42,22,36,49
97,Fabio Fognini,618,3,F510,all,Clay,37,178,79,R,9,419,379,5,4,2019-07-15T00:00:00,60,66,49,56,71,59,34,52,44,30,41,50
97,Fabio Fognini,618,3,F510,all,Hard,37,178,79,R,9,419,379,5,4,2019-07-15T00:00:00,57,68,48,59,72,60,29,50,42,24,38,49
97,Fabio Fognini,618,3,F510,all,all,37,178,79,R,9,419,379,5,4,2019-07-15T00:00:00,59,67,48,57,72,60,32,51,43,27,39,49
98,Arthur Cazaux,616,-8,C0H0,2022,Grass,21,183,73,R,74,6,11,5,6,2024-03-18T00:00:00,,,,,,,,,,,,
98,Arthur Cazaux,616,-8,C0H0,2022,Clay,21,183,73,R,74,6,11,5,6,2024-03-18T00:00:00,,,,,,,,,,,,
98,Arthur Cazaux,616,-8,C0H0,2022,Hard,21,183,73,R,74,6,11,5,6,2024-03-18T00:00:00,,,,,,,,,,,,
98,Arthur Cazaux,616,-8,C0H0,2022,all,21,183,73,R,74,6,11,5,6,2024-03-18T00:00:00,,,,,,,,,,,,
98,Arthur Cazaux,616,-8,C0H0,2023,Grass,21,183,73,R,74,6,11,5,6,2024-03-18T00:00:00,,,,,,,,,,,,
98,Arthur Cazaux,616,-8,C0H0,2023,Clay,21,183,73,R,74,6,11,5,6,2024-03-18T00:00:00,56,72,41,69,72,58,22,38,20,6,28,45
98,Arthur Cazaux,616,-8,C0H0,2023,Hard,21,183,73,R,74,6,11,5,6,2024-03-18T00:00:00,61,72,43,71,80,61,20,48,17,4,30,46
98,Arthur Cazaux,616,-8,C0H0,2023,all,21,183,73,R,74,6,11,5,6,2024-03-18T00:00:00,59,72,42,70,77,60,21,44,18,5,29,46
98,Arthur Cazaux,616,-8,C0H0,2024,Grass,21,183,73,R,74,6,11,5,6,2024-03-18T00:00:00,51,76,40,50,80,58,21,45,0,0,30,45
98,Arthur Cazaux,616,-8,C0H0,2024,Clay,21,183,73,R,74,6,11,5,6,2024-03-18T00:00:00,63,60,40,61,59,53,24,54,26,23,37,45
98,Arthur Cazaux,616,-8,C0H0,2024,Hard,21,183,73,R,74,6,11,5,6,2024-03-18T00:00:00,60,80,53,68,90,69,29,48,46,23,36,52
98,Arthur Cazaux,616,-8,C0H0,2024,all,21,183,73,R,74,6,11,5,6,2024-03-18T00:00:00,60,76,49,64,85,65,28,49,41,21,36,51
98,Arthur Cazaux,616,-8,C0H0,all,Grass,21,183,73,R,74,6,11,5,6,2024-03-18T00:00:00,51,76,40,50,80,58,21,45,0,0,30,45
98,Arthur Cazaux,616,-8,C0H0,all,Clay,21,183,73,R,74,6,11,5,6,2024-03-18T00:00:00,58,67,47,65,73,59,26,46,29,16,34,47
98,Arthur Cazaux,616,-8,C0H0,all,Hard,21,183,73,R,74,6,11,5,6,2024-03-18T00:00:00,60,78,51,69,88,67,27,48,43,19,35,51
98,Arthur Cazaux,616,-8,C0H0,all,all,21,183,73,R,74,6,11,5,6,2024-03-18T00:00:00,59,74,49,66,82,64,26,47,37,17,34,49
99,Aslan Karatsev,615,-2,KC56,2022,Grass,30,185,85,R,14,77,83,1,5,2022-02-07T00:00:00,56,74,49,68,79,63,24,43,50,12,32,48
99,Aslan Karatsev,615,-2,KC56,2022,Clay,30,185,85,R,14,77,83,1,5,2022-02-07T00:00:00,59,67,49,55,72,59,32,50,43,24,39,49
99,Aslan Karatsev,615,-2,KC56,2022,Hard,30,185,85,R,14,77,83,1,5,2022-02-07T00:00:00,60,69,49,61,76,61,30,50,37,22,37,49
99,Aslan Karatsev,615,-2,KC56,2022,all,30,185,85,R,14,77,83,1,5,2022-02-07T00:00:00,59,69,49,60,75,61,30,49,39,22,37,49
99,Aslan Karatsev,615,-2,KC56,2023,Grass,30,185,85,R,14,77,83,1,5,2022-02-07T00:00:00,58,73,51,67,82,64,29,44,30,16,34,49
99,Aslan Karatsev,615,-2,KC56,2023,Clay,30,185,85,R,14,77,83,1,5,2022-02-07T00:00:00,63,74,52,69,82,66,28,49,39,21,36,51
99,Aslan Karatsev,615,-2,KC56,2023,Hard,30,185,85,R,14,77,83,1,5,2022-02-07T00:00:00,58,77,49,62,82,65,27,48,41,19,34,50
99,Aslan Karatsev,615,-2,KC56,2023,all,30,185,85,R,14,77,83,1,5,2022-02-07T00:00:00,59,75,50,65,82,65,27,47,38,19,35,50
99,Aslan Karatsev,615,-2,KC56,2024,Grass,30,185,85,R,14,77,83,1,5,2022-02-07T00:00:00,,,,,,,,,,,,
99,Aslan Karatsev,615,-2,KC56,2024,Clay,30,185,85,R,14,77,83,1,5,2022-02-07T00:00:00,62,64,44,53,67,56,32,50,37,24,39,48
99,Aslan Karatsev,615,-2,KC56,2024,Hard,30,185,85,R,14,77,83,1,5,2022-02-07T00:00:00,56,74,45,50,64,61,37,52,33,27,42,51
99,Aslan Karatsev,615,-2,KC56,2024,all,30,185,85,R,14,77,83,1,5,2022-02-07T00:00:00,62,65,44,53,67,57,33,50,37,24,39,48
99,Aslan Karatsev,615,-2,KC56,all,Grass,30,185,85,R,14,77,83,1,5,2022-02-07T00:00:00,59,72,52,65,81,64,26,43,32,13,33,48
99,Aslan Karatsev,615,-2,KC56,all,Clay,30,185,85,R,14,77,83,1,5,2022-02-07T00:00:00,60,70,51,61,78,62,31,49,38,22,38,50
99,Aslan Karatsev,615,-2,KC56,all,Hard,30,185,85,R,14,77,83,1,5,2022-02-07T00:00:00,59,72,50,61,78,63,30,50,39,24,38,50
99,Aslan Karatsev,615,-2,KC56,all,all,30,185,85,R,14,77,83,1,5,2022-02-07T00:00:00,60,71,50,61,78,63,30,49,39,22,37,50
100,Camilo Ugo Carabelli,608,14,U182,2022,Grass,25,185,83,R,96,3,5,1,2,2022-08-15T00:00:00,,,,,,,,,,,,
100,Camilo Ugo Carabelli,608,14,U182,2022,Clay,25,185,83,R,96,3,5,1,2,2022-08-15T00:00:00,67,57,52,41,65,56,35,46,42,21,39,47
100,Camilo Ugo Carabelli,608,14,U182,2022,Hard,25,185,83,R,96,3,5,1,2,2022-08-15T00:00:00,,,,,,,,,,,,
100,Camilo Ugo Carabelli,608,14,U182,2022,all,25,185,83,R,96,3,5,1,2,2022-08-15T00:00:00,67,57,52,41,65,56,35,46,42,21,39,47
100,Camilo Ugo Carabelli,608,14,U182,2023,Grass,25,185,83,R,96,3,5,1,2,2022-08-15T00:00:00,,,,,,,,,,,,
100,Camilo Ugo Carabelli,608,14,U182,2023,Clay,25,185,83,R,96,3,5,1,2,2022-08-15T00:00:00,69,59,42,40,56,54,31,49,50,19,38,46
100,Camilo Ugo Carabelli,608,14,U182,2023,Hard,25,185,83,R,96,3,5,1,2,2022-08-15T00:00:00,,,,,,,,,,,,
100,Camilo Ugo Carabelli,608,14,U182,2023,all,25,185,83,R,96,3,5,1,2,2022-08-15T00:00:00,69,59,42,40,56,54,31,49,50,19,38,46
100,Camilo Ugo Carabelli,608,14,U182,2024,Grass,25,185,83,R,96,3,5,1,2,2022-08-15T00:00:00,,,,,,,,,,,,
100,Camilo Ugo Carabelli,608,14,U182,2024,Clay,25,185,83,R,96,3,5,1,2,2022-08-15T00:00:00,63,63,37,75,63,53,29,58,50,28,40,47
100,Camilo Ugo Carabelli,608,14,U182,2024,Hard,25,185,83,R,96,3,5,1,2,2022-08-15T00:00:00,,,,,,,,,,,,
100,Camilo Ugo Carabelli,608,14,U182,2024,all,25,185,83,R,96,3,5,1,2,2022-08-15T00:00:00,63,63,37,75,63,53,29,58,50,28,40,47
100,Camilo Ugo Carabelli,608,14,U182,all,Grass,25,185,83,R,96,3,5,1,2,2022-08-15T00:00:00,,,,,,,,,,,,
100,Camilo Ugo Carabelli,608,14,U182,all,Clay,25,185,83,R,96,3,5,1,2,2022-08-15T00:00:00,66,60,43,59,61,54,32,51,47,23,39,47
100,Camilo Ugo Carabelli,608,14,U182,all,Hard,25,185,83,R,96,3,5,1,2,2022-08-15T00:00:00,,,,,,,,,,,,
100,Camilo Ugo Carabelli,608,14,U182,all,all,25,185,83,R,96,3,5,1,2,2022-08-15T00:00:00,66,60,43,59,61,54,32,51,47,23,39,47
101,Luca Van Assche,607,1,V0DZ,2022,Grass,20,178,72,R,63,19,31,7,11,2023-10-23T00:00:00,,,,,,,,,,,,
101,Luca Van Assche,607,1,V0DZ,2022,Clay,20,178,72,R,63,19,31,7,11,2023-10-23T00:00:00,,,,,,,,,,,,
101,Luca Van Assche,607,1,V0DZ,2022,Hard,20,178,72,R,63,19,31,7,11,2023-10-23T00:00:00,59,62,47,67,69,56,31,48,25,25,36,45
101,Luca Van Assche,607,1,V0DZ,2022,all,20,178,72,R,63,19,31,7,11,2023-10-23T00:00:00,59,62,47,67,69,56,31,48,25,25,36,45
101,Luca Van Assche,607,1,V0DZ,2023,Grass,20,178,72,R,63,19,31,7,11,2023-10-23T00:00:00,59,60,58,70,70,59,26,44,20,10,34,47
101,Luca Van Assche,607,1,V0DZ,2023,Clay,20,178,72,R,63,19,31,7,11,2023-10-23T00:00:00,59,67,48,60,72,59,33,49,38,23,39,49
101,Luca Van Assche,607,1,V0DZ,2023,Hard,20,178,72,R,63,19,31,7,11,2023-10-23T00:00:00,62,69,50,66,77,62,25,50,28,15,34,48
101,Luca Van Assche,607,1,V0DZ,2023,all,20,178,72,R,63,19,31,7,11,2023-10-23T00:00:00,61,68,50,64,74,61,29,49,33,18,36,48
101,Luca Van Assche,607,1,V0DZ,2024,Grass,20,178,72,R,63,19,31,7,11,2023-10-23T00:00:00,,,,,,,,,,,,
101,Luca Van Assche,607,1,V0DZ,2024,Clay,20,178,72,R,63,19,31,7,11,2023-10-23T00:00:00,67,65,46,63,72,59,32,48,43,22,38,48
101,Luca Van Assche,607,1,V0DZ,2024,Hard,20,178,72,R,63,19,31,7,11,2023-10-23T00:00:00,58,73,53,60,80,65,27,48,40,18,35,49
101,Luca Van Assche,607,1,V0DZ,2024,all,20,178,72,R,63,19,31,7,11,2023-10-23T00:00:00,61,70,51,62,78,62,29,48,41,20,36,49
101,Luca Van Assche,607,1,V0DZ,all,Grass,20,178,72,R,63,19,31,7,11,2023-10-23T00:00:00,59,60,58,70,70,59,26,44,20,10,34,47
101,Luca Van Assche,607,1,V0DZ,all,Clay,20,178,72,R,63,19,31,7,11,2023-10-23T00:00:00,61,66,48,61,72,59,33,49,40,23,39,49
101,Luca Van Assche,607,1,V0DZ,all,Hard,20,178,72,R,63,19,31,7,11,2023-10-23T00:00:00,60,70,51,64,78,63,26,49,32,17,35,48
101,Luca Van Assche,607,1,V0DZ,all,all,20,178,72,R,63,19,31,7,11,2023-10-23T00:00:00,61,68,50,63,75,61,29,49,35,19,36,48
102,Yoshihito Nishioka,603,1,N732,2022,Grass,28,170,64,L,24,122,140,7,9,2023-06-19T00:00:00,68,60,53,76,72,58,24,41,20,6,29,45
102,Yoshihito Nishioka,603,1,N732,2022,Clay,28,170,64,L,24,122,140,7,9,2023-06-19T00:00:00,63,52,49,61,52,51,30,56,16,13,37,43
102,Yoshihito Nishioka,603,1,N732,2022,Hard,28,170,64,L,24,122,140,7,9,2023-06-19T00:00:00,68,65,56,60,78,62,26,54,44,24,37,50
102,Yoshihito Nishioka,603,1,N732,2022,all,28,170,64,L,24,122,140,7,9,2023-06-19T00:00:00,67,64,55,61,76,61,26,54,42,22,37,49
102,Yoshihito Nishioka,603,1,N732,2023,Grass,28,170,64,L,24,122,140,7,9,2023-06-19T00:00:00,70,63,35,0,57,55,21,51,25,14,33,43
102,Yoshihito Nishioka,603,1,N732,2023,Clay,28,170,64,L,24,122,140,7,9,2023-06-19T00:00:00,65,61,56,45,70,59,31,51,35,26,40,49
102,Yoshihito Nishioka,603,1,N732,2023,Hard,28,170,64,L,24,122,140,7,9,2023-06-19T00:00:00,62,67,55,57,77,62,25,52,41,20,35,49
102,Yoshihito Nishioka,603,1,N732,2023,all,28,170,64,L,24,122,140,7,9,2023-06-19T00:00:00,63,65,55,53,74,62,26,52,39,21,36,49
102,Yoshihito Nishioka,603,1,N732,2024,Grass,28,170,64,L,24,122,140,7,9,2023-06-19T00:00:00,,,,,,,,,,,,
102,Yoshihito Nishioka,603,1,N732,2024,Clay,28,170,64,L,24,122,140,7,9,2023-06-19T00:00:00,63,62,55,65,75,59,22,42,42,15,30,46
102,Yoshihito Nishioka,603,1,N732,2024,Hard,28,170,64,L,24,122,140,7,9,2023-06-19T00:00:00,61,69,48,54,75,61,25,53,37,19,36,48
102,Yoshihito Nishioka,603,1,N732,2024,all,28,170,64,L,24,122,140,7,9,2023-06-19T00:00:00,62,66,51,59,75,60,24,49,39,17,34,47
102,Yoshihito Nishioka,603,1,N732,all,Grass,28,170,64,L,24,122,140,7,9,2023-06-19T00:00:00,66,61,51,51,66,58,20,49,27,11,31,45
102,Yoshihito Nishioka,603,1,N732,all,Clay,28,170,64,L,24,122,140,7,9,2023-06-19T00:00:00,66,62,51,57,69,58,30,50,35,23,38,48
102,Yoshihito Nishioka,603,1,N732,all,Hard,28,170,64,L,24,122,140,7,9,2023-06-19T00:00:00,65,65,54,59,74,61,27,53,40,23,37,49
102,Yoshihito Nishioka,603,1,N732,all,all,28,170,64,L,24,122,140,7,9,2023-06-19T00:00:00,65,64,53,58,73,60,27,53,39,22,37,49
103,Alexandre Muller,601,-25,MP20,2022,Grass,27,183,75,R,71,20,30,10,11,2024-01-29T00:00:00,,,,,,,,,,,,
103,Alexandre Muller,601,-25,MP20,2022,Clay,27,183,75,R,71,20,30,10,11,2024-01-29T00:00:00,,,,,,,,,,,,
103,Alexandre Muller,601,-25,MP20,2022,Hard,27,183,75,R,71,20,30,10,11,2024-01-29T00:00:00,,,,,,,,,,,,
103,Alexandre Muller,601,-25,MP20,2022,all,27,183,75,R,71,20,30,10,11,2024-01-29T00:00:00,,,,,,,,,,,,
103,Alexandre Muller,601,-25,MP20,2023,Grass,27,183,75,R,71,20,30,10,11,2024-01-29T00:00:00,67,59,59,78,79,59,27,44,36,14,32,47
103,Alexandre Muller,601,-25,MP20,2023,Clay,27,183,75,R,71,20,30,10,11,2024-01-29T00:00:00,61,66,50,57,72,60,30,50,45,21,37,49
103,Alexandre Muller,601,-25,MP20,2023,Hard,27,183,75,R,71,20,30,10,11,2024-01-29T00:00:00,66,65,46,54,67,59,31,47,39,19,37,48
103,Alexandre Muller,601,-25,MP20,2023,all,27,183,75,R,71,20,30,10,11,2024-01-29T00:00:00,64,64,50,59,71,59,30,48,41,19,36,48
103,Alexandre Muller,601,-25,MP20,2024,Grass,27,183,75,R,71,20,30,10,11,2024-01-29T00:00:00,,,,,,,,,,,,
103,Alexandre Muller,601,-25,MP20,2024,Clay,27,183,75,R,71,20,30,10,11,2024-01-29T00:00:00,63,65,53,58,75,61,29,56,35,27,40,50
103,Alexandre Muller,601,-25,MP20,2024,Hard,27,183,75,R,71,20,30,10,11,2024-01-29T00:00:00,64,68,51,46,75,62,30,53,42,26,39,50
103,Alexandre Muller,601,-25,MP20,2024,all,27,183,75,R,71,20,30,10,11,2024-01-29T00:00:00,64,67,52,53,75,61,29,55,38,27,39,50
103,Alexandre Muller,601,-25,MP20,all,Grass,27,183,75,R,71,20,30,10,11,2024-01-29T00:00:00,67,59,59,78,79,59,27,44,36,14,32,47
103,Alexandre Muller,601,-25,MP20,all,Clay,27,183,75,R,71,20,30,10,11,2024-01-29T00:00:00,61,65,51,57,72,60,29,53,39,24,38,49
103,Alexandre Muller,601,-25,MP20,all,Hard,27,183,75,R,71,20,30,10,11,2024-01-29T00:00:00,65,65,49,50,70,60,30,51,43,24,38,49
103,Alexandre Muller,601,-25,MP20,all,all,27,183,75,R,71,20,30,10,11,2024-01-29T00:00:00,63,65,50,56,71,60,30,51,41,23,38,49
104,Juncheng  Shang,595,-8,S0RE,2022,Grass,19,180,73,L,89,12,19,8,8,2024-05-20T00:00:00,,,,,,,,,,,,
104,Juncheng  Shang,595,-8,S0RE,2022,Clay,19,180,73,L,89,12,19,8,8,2024-05-20T00:00:00,63,66,47,50,78,59,26,40,0,0,31,42
104,Juncheng  Shang,595,-8,S0RE,2022,Hard,19,180,73,L,89,12,19,8,8,2024-05-20T00:00:00,69,61,42,62,62,55,29,58,46,22,38,47
104,Juncheng  Shang,595,-8,S0RE,2022,all,19,180,73,L,89,12,19,8,8,2024-05-20T00:00:00,68,62,43,60,66,56,28,52,38,16,35,45
104,Juncheng  Shang,595,-8,S0RE,2023,Grass,19,180,73,L,89,12,19,8,8,2024-05-20T00:00:00,,,,,,,,,,,,
104,Juncheng  Shang,595,-8,S0RE,2023,Clay,19,180,73,L,89,12,19,8,8,2024-05-20T00:00:00,65,59,48,46,67,55,27,42,40,19,34,46
104,Juncheng  Shang,595,-8,S0RE,2023,Hard,19,180,73,L,89,12,19,8,8,2024-05-20T00:00:00,65,67,55,63,78,63,25,49,42,20,34,49
104,Juncheng  Shang,595,-8,S0RE,2023,all,19,180,73,L,89,12,19,8,8,2024-05-20T00:00:00,65,66,54,61,77,62,26,48,42,20,34,48
104,Juncheng  Shang,595,-8,S0RE,2024,Grass,19,180,73,L,89,12,19,8,8,2024-05-20T00:00:00,,,,,,,,,,,,
104,Juncheng  Shang,595,-8,S0RE,2024,Clay,19,180,73,L,89,12,19,8,8,2024-05-20T00:00:00,65,63,51,56,67,59,31,46,27,18,37,48
104,Juncheng  Shang,595,-8,S0RE,2024,Hard,19,180,73,L,89,12,19,8,8,2024-05-20T00:00:00,61,68,52,60,76,62,30,46,29,19,36,49
104,Juncheng  Shang,595,-8,S0RE,2024,all,19,180,73,L,89,12,19,8,8,2024-05-20T00:00:00,62,67,52,59,74,61,30,46,29,19,36,49
104,Juncheng  Shang,595,-8,S0RE,all,Grass,19,180,73,L,89,12,19,8,8,2024-05-20T00:00:00,,,,,,,,,,,,
104,Juncheng  Shang,595,-8,S0RE,all,Clay,19,180,73,L,89,12,19,8,8,2024-05-20T00:00:00,65,62,50,53,68,58,29,45,28,16,35,47
104,Juncheng  Shang,595,-8,S0RE,all,Hard,19,180,73,L,89,12,19,8,8,2024-05-20T00:00:00,63,67,53,61,76,62,28,48,35,20,35,49
104,Juncheng  Shang,595,-8,S0RE,all,all,19,180,73,L,89,12,19,8,8,2024-05-20T00:00:00,63,66,52,60,74,61,28,47,34,19,35,48
105,Gregoire Barrere,595,0,BK24,2022,Grass,30,183,80,R,49,38,61,4,6,2023-07-03T00:00:00,,,,,,,,,,,,
105,Gregoire Barrere,595,0,BK24,2022,Clay,30,183,80,R,49,38,61,4,6,2023-07-03T00:00:00,65,76,50,50,78,67,26,45,47,16,33,49
105,Gregoire Barrere,595,0,BK24,2022,Hard,30,183,80,R,49,38,61,4,6,2023-07-03T00:00:00,62,75,47,62,77,64,29,42,75,14,34,50
105,Gregoire Barrere,595,0,BK24,2022,all,30,183,80,R,49,38,61,4,6,2023-07-03T00:00:00,64,76,49,54,78,66,27,44,52,15,33,49
105,Gregoire Barrere,595,0,BK24,2023,Grass,30,183,80,R,49,38,61,4,6,2023-07-03T00:00:00,63,69,60,76,88,66,25,45,30,13,32,49
105,Gregoire Barrere,595,0,BK24,2023,Clay,30,183,80,R,49,38,61,4,6,2023-07-03T00:00:00,60,70,50,55,78,62,32,45,31,20,37,49
105,Gregoire Barrere,595,0,BK24,2023,Hard,30,183,80,R,49,38,61,4,6,2023-07-03T00:00:00,61,72,56,61,82,65,27,48,44,19,35,50
105,Gregoire Barrere,595,0,BK24,2023,all,30,183,80,R,49,38,61,4,6,2023-07-03T00:00:00,61,71,55,62,81,64,28,47,38,19,35,50
105,Gregoire Barrere,595,0,BK24,2024,Grass,30,183,80,R,49,38,61,4,6,2023-07-03T00:00:00,,,,,,,,,,,,
105,Gregoire Barrere,595,0,BK24,2024,Clay,30,183,80,R,49,38,61,4,6,2023-07-03T00:00:00,64,61,46,61,65,56,33,54,41,32,41,49
105,Gregoire Barrere,595,0,BK24,2024,Hard,30,183,80,R,49,38,61,4,6,2023-07-03T00:00:00,66,73,53,68,83,66,22,44,35,14,31,48
105,Gregoire Barrere,595,0,BK24,2024,all,30,183,80,R,49,38,61,4,6,2023-07-03T00:00:00,65,65,49,63,72,59,29,50,39,25,38,49
105,Gregoire Barrere,595,0,BK24,all,Grass,30,183,80,R,49,38,61,4,6,2023-07-03T00:00:00,62,67,56,65,80,63,24,46,37,15,32,48
105,Gregoire Barrere,595,0,BK24,all,Clay,30,183,80,R,49,38,61,4,6,2023-07-03T00:00:00,63,66,48,56,70,59,31,48,36,24,38,48
105,Gregoire Barrere,595,0,BK24,all,Hard,30,183,80,R,49,38,61,4,6,2023-07-03T00:00:00,62,71,51,59,78,64,27,48,37,17,35,49
105,Gregoire Barrere,595,0,BK24,all,all,30,183,80,R,49,38,61,4,6,2023-07-03T00:00:00,62,69,51,58,76,62,28,48,37,19,35,49
106,Daniel Elahi Galan,594,0,GE33,2022,Grass,28,191,72,R,56,49,69,4,12,2023-07-17T00:00:00,53,72,50,67,77,62,27,36,71,16,30,47
106,Daniel Elahi Galan,594,0,GE33,2022,Clay,28,191,72,R,56,49,69,4,12,2023-07-17T00:00:00,65,67,53,61,76,62,29,52,40,23,38,50
106,Daniel Elahi Galan,594,0,GE33,2022,Hard,28,191,72,R,56,49,69,4,12,2023-07-17T00:00:00,64,66,48,52,73,59,31,52,41,27,39,50
