rank,name,points,bestPoints,RankingDate
128,Jurij Rodionov,1775,1790,11-07-2022
129,Radu Albot,1775,1936,11-07-2022
130,Federico Delbonis,1773,1953,11-07-2022
131,Elias Ymer,1773,1817,11-07-2022
132,Carlos Taberner,1772,1796,11-07-2022
133,Nicolas Jarry,1769,1992,11-07-2022
134,Joao Sousa,1769,1974,11-07-2022
135,Cedrik Marcel Stebe,1768,1834,11-07-2022
136,Damir Dzumhur,1767,1994,11-07-2022
137,Andreas Seppi,1766,2030,11-07-2022
138,Ivo Karlovic,1765,2061,11-07-2022
139,Gianluca Mager,1763,1817,11-07-2022
140,Roberto Carballes Baena,1763,1886,11-07-2022
141,Denis Kudla,1760,1855,11-07-2022
142,Borna Gojo,1759,1856,11-07-2022
143,Gregoire Barrere,1756,1873,11-07-2022
144,Bjorn Fratangelo,1756,1825,11-07-2022
145,Stefan Kozlov,1755,1764,11-07-2022
146,Antonie Hoang,1753,1830,11-07-2022
147,Aleksandar Vukic,1752,1828,11-07-2022
148,Christopher Oconnell,1752,1854,11-07-2022
149,Yosuke Watanuki,1752,1819,11-07-2022
150,Andrej Martin,1752,1850,11-07-2022
151,Hugo Dellien,1747,1781,11-07-2022
152,Max Purcell,1744,1834,11-07-2022
153,Malek Jaziri,1742,1922,11-07-2022
154,Mikhail Kukushkin,1740,1943,11-07-2022
155,Maximilian Marterer,1739,1888,11-07-2022
156,Antoine Bellier,1733,1743,11-07-2022
157,Daniel Altmaier,1732,1826,11-07-2022
158,Stefano Travaglia,1730,1879,11-07-2022
159,Illya Marchenko,1728,1865,11-07-2022
160,Norbert Gombos,1726,1837,11-07-2022
161,Thiago Seyboth Wild,1725,1804,11-07-2022
162,Marco Trungelliti,1724,1794,11-07-2022
163,Yuichi Sugita,1722,1933,11-07-2022
164,Denis Istomin,1721,1987,11-07-2022
165,Nikola Milojevic,1715,1736,11-07-2022
166,Michael Mmoh,1715,1866,11-07-2022
167,Juan Ignacio Londero,1712,1901,11-07-2022
168,Christian Harrison,1709,1729,11-07-2022
169,Jozef Kovalik,1704,1806,11-07-2022
170,Christopher Eubanks,1701,1932,11-07-2022
171,Marc Polmans,1700,1739,11-07-2022
172,Evgeny Donskoy,1698,1835,11-07-2022
173,Jason Jung,1698,1778,11-07-2022
174,Dennis Novak,1697,1802,11-07-2022
175,Mitchell Krueger,1696,1734,11-07-2022
176,Jiri Lehecka,1692,1962,11-07-2022
177,Juan Pablo Varillas Patino Samudio,1691,1845,11-07-2022
178,Renzo Olivo,1691,1805,11-07-2022
179,Facundo Bagnis,1687,1804,11-07-2022
180,Sumit Nagal,1682,1706,11-07-2022
181,Feliciano Lopez,1678,2074,11-07-2022
182,Quentin Halys,1676,1844,11-07-2022
183,Benoit Paire,1672,2003,11-07-2022
184,Marc Andrea Huesler,1668,1849,11-07-2022
185,Alessandro Giannessi,1664,1776,11-07-2022
186,Salvatore Caruso,1641,1819,11-07-2022
187,Pedro Sousa,1636,1757,11-07-2022
188,Yasutaka Uchiyama,1624,1763,11-07-2022
189,Emilio Gomez,1623,1744,11-07-2022
190,Tomas Martin Etcheverry,1596,1932,11-07-2022
191,Jay Clarke,1580,1637,11-07-2022
192,Viktor Durasovic,1570,1640,11-07-2022
1,Rafael Nadal,2401,2552,27-06-2022
2,Novak Djokovic,2367,2629,27-06-2022
3,Alexander Zverev,2242,2303,27-06-2022
4,Roger Federer,2234,2550,27-06-2022
5,Daniil Medvedev,2228,2316,27-06-2022
6,Carlos Alcaraz Garfia,2207,2344,27-06-2022
7,Stefanos Tsitsipas,2188,2258,27-06-2022
8,Matteo Berrettini,2162,2173,27-06-2022
9,Casper Ruud,2147,2163,27-06-2022
10,Andrey Rublev,2126,2227,27-06-2022
11,Jannik Sinner,2117,2256,27-06-2022
12,Hubert Hurkacz,2099,2099,27-06-2022
13,Felix Auger Aliassime,2084,2140,27-06-2022
14,Nick Kyrgios,2082,2176,27-06-2022
15,Andy Murray,2061,2500,27-06-2022
16,Kei Nishikori,2055,2296,27-06-2022
17,Taylor Fritz,2053,2134,27-06-2022
18,Cameron Norrie,2046,2105,27-06-2022
19,Dominic Thiem,2039,2250,27-06-2022
20,Roberto Bautista Agut,2035,2135,27-06-2022
21,Marin Cilic,2033,2232,27-06-2022
22,Gael Monfils,2026,2189,27-06-2022
23,Grigor Dimitrov,2026,2203,27-06-2022
24,Diego Sebastian Schwartzman,2023,2097,27-06-2022
25,Karen Khachanov,2009,2137,27-06-2022
26,Stan Wawrinka,2009,2291,27-06-2022
27,Alex De Minaur,1993,2083,27-06-2022
28,Pablo Carreno Busta,1991,2121,27-06-2022
29,John Isner,1973,2147,27-06-2022
30,Denis Shapovalov,1971,2075,27-06-2022
31,Sebastian Korda,1969,2071,27-06-2022
32,Reilly Opelka,1962,2033,27-06-2022
33,Tommy Paul,1957,2066,27-06-2022
34,Ilya Ivashka,1955,1987,27-06-2022
35,Miomir Kecmanovic,1952,1977,27-06-2022
36,Filip Krajinovic,1951,2033,27-06-2022
37,Botic Van De Zandschulp,1949,1998,27-06-2022
38,David Goffin,1938,2165,27-06-2022
39,Alejandro Davidovich Fokina,1936,1998,27-06-2022
40,Frances Tiafoe,1933,2068,27-06-2022
41,Kevin Anderson,1933,2181,27-06-2022
42,Borna Coric,1932,2102,27-06-2022
43,Christian Garin,1930,2010,27-06-2022
44,Holger Vitus Nodskov Rune,1923,2146,27-06-2022
45,Jeremy Chardy,1923,2016,27-06-2022
46,Marton Fucsovics,1922,2018,27-06-2022
47,Fabio Fognini,1920,2112,27-06-2022
48,Jenson Brooksby,1919,1984,27-06-2022
49,Daniel Evans,1918,2002,27-06-2022
50,Alexander Bublik,1916,1968,27-06-2022
51,Mackenzie Mcdonald,1909,1944,27-06-2022
52,Oscar Otte,1904,1917,27-06-2022
53,Alex Molcan,1904,1941,27-06-2022
54,Nikoloz Basilashvili,1903,1990,27-06-2022
55,Richard Gasquet,1902,2196,27-06-2022
56,Emil Ruusuvuori,1897,1963,27-06-2022
57,Thanasi Kokkinakis,1897,1914,27-06-2022
58,Brandon Nakashima,1894,1958,27-06-2022
59,Mikael Ymer,1891,1938,27-06-2022
60,Adrian Mannarino,1887,2004,27-06-2022
61,Lorenzo Sonego,1887,1996,27-06-2022
62,Lloyd George Muirhead Harris,1882,1988,27-06-2022
63,Lorenzo Musetti,1882,1999,27-06-2022
64,Marcos Giron,1881,1934,27-06-2022
65,Vasek Pospisil,1881,1987,27-06-2022
66,Sebastian Baez,1880,1944,27-06-2022
67,Laslo Djere,1879,1945,27-06-2022
68,Jo Wilfried Tsonga,1873,2244,27-06-2022
69,Aslan Karatsev,1873,1998,27-06-2022
70,Jack Sock,1869,2144,27-06-2022
71,Corentin Moutet,1868,1921,27-06-2022
72,Maxime Cressy,1866,1928,27-06-2022
73,Steve Johnson,1865,2042,27-06-2022
74,Hugo Gaston,1864,1891,27-06-2022
75,Aljaz Bedene,1863,1939,27-06-2022
76,Benjamin Bonzi,1863,1893,27-06-2022
77,Dominik Koepfer,1863,1920,27-06-2022
78,Pedro Martinez Portero,1860,1926,27-06-2022
79,Ugo Humbert,1858,2002,27-06-2022
80,Albert Ramos,1854,2014,27-06-2022
81,Arthur Rinderknech,1854,1909,27-06-2022
82,Francisco Cerundolo,1850,2014,27-06-2022
83,Philipp Kohlschreiber,1849,2117,27-06-2022
84,John Millman,1841,1954,27-06-2022
85,Jan Lennard Struff,1841,2037,27-06-2022
86,Guido Pella,1840,2009,27-06-2022
87,Pierre Hugues Herbert,1838,1989,27-06-2022
88,Soon Woo Kwon,1838,1929,27-06-2022
89,Jack Draper,1835,1977,27-06-2022
90,Sam Querrey,1834,2068,27-06-2022
91,Thiago Monteiro,1832,1846,27-06-2022
92,Gilles Simon,1826,2124,27-06-2022
93,Federico Coria,1825,1839,27-06-2022
94,Bernabe Zapata Miralles,1824,1876,27-06-2022
95,Jeffrey John Wolf,1822,1926,27-06-2022
96,Ricardas Berankis,1818,1914,27-06-2022
97,Fernando Verdasco,1818,2204,27-06-2022
98,Jordan Thompson,1818,1908,27-06-2022
99,Tallon Griekspoor,1817,1961,27-06-2022
100,Alejandro Tabilo,1816,1834,27-06-2022
101,Egor Gerasimov,1814,1932,27-06-2022
102,Yoshihito Nishioka,1813,1977,27-06-2022
103,Roman Safiullin,1812,1940,27-06-2022
104,Daniel Elahi Galan Riveros,1811,1871,27-06-2022
105,Lucas Pouille,1808,2069,27-06-2022
106,Yannick Hanfmann,1805,1920,27-06-2022
107,Kamil Majchrzak,1805,1810,27-06-2022
108,Tomas Machac,1804,1806,27-06-2022
109,Peter Gojowczyk,1800,1935,27-06-2022
110,Alex Bolt,1800,1846,27-06-2022
111,Alexei Popyrin,1797,1916,27-06-2022
112,Pablo Cuevas,1796,2004,27-06-2022
113,Pablo Andujar,1796,1929,27-06-2022
114,Jaume Munar,1796,1866,27-06-2022
115,Taro Daniel,1795,1882,27-06-2022
116,Juan Manuel Cerundolo,1795,1807,27-06-2022
117,Henri Laaksonen,1794,1852,27-06-2022
118,Dusan Lajovic,1793,1962,27-06-2022
119,Federico Delbonis,1793,1953,27-06-2022
120,Jiri Vesely,1792,1952,27-06-2022
121,James Duckworth,1791,1887,27-06-2022
122,Radu Albot,1787,1936,27-06-2022
123,Tennys Sandgren,1786,1940,27-06-2022
124,Elias Ymer,1786,1817,27-06-2022
125,Carlos Taberner,1783,1796,27-06-2022
126,Sebastian Ofner,1783,1871,27-06-2022
127,Joao Sousa,1783,1974,27-06-2022
128,Marco Cecchinato,1783,1953,27-06-2022
129,Roberto Carballes Baena,1782,1886,27-06-2022
130,Ernesto Escobedo,1777,1815,27-06-2022
131,Jurij Rodionov,1775,1790,27-06-2022
132,Denis Kudla,1775,1855,27-06-2022
133,Nicolas Jarry,1769,1992,27-06-2022
134,Cedrik Marcel Stebe,1768,1834,27-06-2022
135,Damir Dzumhur,1768,1994,27-06-2022
136,Andreas Seppi,1766,2030,27-06-2022
137,Ivo Karlovic,1765,2061,27-06-2022
138,Stefan Kozlov,1763,1764,27-06-2022
139,Gianluca Mager,1763,1817,27-06-2022
140,Borna Gojo,1759,1856,27-06-2022
141,Max Purcell,1759,1834,27-06-2022
142,Hugo Dellien,1757,1781,27-06-2022
143,Gregoire Barrere,1756,1873,27-06-2022
144,Bjorn Fratangelo,1756,1825,27-06-2022
145,Antonie Hoang,1754,1830,27-06-2022
146,Mikhail Kukushkin,1754,1943,27-06-2022
147,Aleksandar Vukic,1752,1828,27-06-2022
148,Christopher Oconnell,1752,1854,27-06-2022
149,Andrej Martin,1752,1850,27-06-2022
150,Yosuke Watanuki,1752,1819,27-06-2022
151,Liam Broady,1749,1822,27-06-2022
152,Daniel Altmaier,1748,1826,27-06-2022
153,Malek Jaziri,1742,1922,27-06-2022
154,Antoine Bellier,1733,1743,27-06-2022
155,Stefano Travaglia,1730,1879,27-06-2022
156,Illya Marchenko,1728,1865,27-06-2022
157,Norbert Gombos,1726,1837,27-06-2022
158,Thiago Seyboth Wild,1725,1804,27-06-2022
159,Marco Trungelliti,1724,1794,27-06-2022
160,Yuichi Sugita,1722,1933,27-06-2022
161,Denis Istomin,1722,1987,27-06-2022
162,Facundo Bagnis,1720,1804,27-06-2022
163,Nikola Milojevic,1715,1736,27-06-2022
164,Michael Mmoh,1715,1866,27-06-2022
165,Juan Ignacio Londero,1712,1901,27-06-2022
166,Benoit Paire,1712,2003,27-06-2022
167,Jiri Lehecka,1705,1962,27-06-2022
168,Maximilian Marterer,1705,1888,27-06-2022
169,Jozef Kovalik,1704,1806,27-06-2022
170,Christopher Eubanks,1701,1932,27-06-2022
171,Marc Polmans,1701,1739,27-06-2022
172,Jason Jung,1699,1778,27-06-2022
173,Evgeny Donskoy,1699,1835,27-06-2022
174,Mitchell Krueger,1696,1734,27-06-2022
175,Juan Pablo Varillas Patino Samudio,1691,1845,27-06-2022
176,Renzo Olivo,1691,1805,27-06-2022
177,Feliciano Lopez,1691,2074,27-06-2022
178,Sumit Nagal,1683,1706,27-06-2022
179,Dennis Novak,1680,1802,27-06-2022
180,Alessandro Giannessi,1664,1776,27-06-2022
181,Salvatore Caruso,1641,1819,27-06-2022
182,Pedro Sousa,1637,1757,27-06-2022
183,Jay Clarke,1624,1637,27-06-2022
184,Yasutaka Uchiyama,1624,1763,27-06-2022
185,Emilio Gomez,1623,1744,27-06-2022
186,Tomas Martin Etcheverry,1620,1932,27-06-2022
187,Quentin Halys,1616,1844,27-06-2022
188,Viktor Durasovic,1570,1640,27-06-2022
1,Rafael Nadal,2401,2552,26-06-2022
2,Novak Djokovic,2367,2629,26-06-2022
3,Alexander Zverev,2242,2303,26-06-2022
4,Roger Federer,2234,2550,26-06-2022
5,Daniil Medvedev,2228,2316,26-06-2022
6,Carlos Alcaraz Garfia,2207,2344,26-06-2022
7,Stefanos Tsitsipas,2188,2258,26-06-2022
8,Matteo Berrettini,2162,2173,26-06-2022
9,Casper Ruud,2147,2163,26-06-2022
10,Jannik Sinner,2129,2256,26-06-2022
11,Andrey Rublev,2126,2227,26-06-2022
12,Hubert Hurkacz,2099,2099,26-06-2022
13,Felix Auger Aliassime,2084,2140,26-06-2022
14,Nick Kyrgios,2082,2176,26-06-2022
15,Andy Murray,2061,2500,26-06-2022
16,Kei Nishikori,2055,2296,26-06-2022
17,Cameron Norrie,2055,2105,26-06-2022
18,Dominic Thiem,2039,2250,26-06-2022
19,Diego Sebastian Schwartzman,2036,2097,26-06-2022
20,Roberto Bautista Agut,2035,2135,26-06-2022
21,Marin Cilic,2033,2232,26-06-2022
22,Taylor Fritz,2028,2134,26-06-2022
23,Gael Monfils,2026,2189,26-06-2022
24,Grigor Dimitrov,2026,2203,26-06-2022
25,Karen Khachanov,2009,2137,26-06-2022
26,Stan Wawrinka,2009,2291,26-06-2022
27,Pablo Carreno Busta,1991,2121,26-06-2022
28,Sebastian Korda,1982,2071,26-06-2022
29,Alex De Minaur,1978,2083,26-06-2022
30,Reilly Opelka,1975,2033,26-06-2022
31,John Isner,1973,2147,26-06-2022
32,Denis Shapovalov,1971,2075,26-06-2022
33,Ilya Ivashka,1955,1987,26-06-2022
34,Miomir Kecmanovic,1952,1977,26-06-2022
35,Filip Krajinovic,1951,2033,26-06-2022
36,Botic Van De Zandschulp,1949,1998,26-06-2022
37,Alejandro Davidovich Fokina,1947,1998,26-06-2022
38,Tommy Paul,1946,2066,26-06-2022
39,Frances Tiafoe,1943,2068,26-06-2022
40,David Goffin,1938,2165,26-06-2022
41,Christian Garin,1938,2010,26-06-2022
42,Holger Vitus Nodskov Rune,1936,2146,26-06-2022
43,Kevin Anderson,1933,2181,26-06-2022
44,Jenson Brooksby,1932,1984,26-06-2022
45,Borna Coric,1932,2102,26-06-2022
46,Jeremy Chardy,1923,2016,26-06-2022
47,Marton Fucsovics,1922,2018,26-06-2022
48,Daniel Evans,1921,2002,26-06-2022
49,Fabio Fognini,1920,2112,26-06-2022
50,Mackenzie Mcdonald,1909,1944,26-06-2022
51,Alexander Bublik,1905,1968,26-06-2022
52,Oscar Otte,1904,1917,26-06-2022
53,Alex Molcan,1904,1941,26-06-2022
54,Nikoloz Basilashvili,1903,1990,26-06-2022
55,Richard Gasquet,1902,2196,26-06-2022
56,Emil Ruusuvuori,1897,1963,26-06-2022
57,Thanasi Kokkinakis,1897,1914,26-06-2022
58,Brandon Nakashima,1897,1958,26-06-2022
59,Adrian Mannarino,1896,2004,26-06-2022
60,Mikael Ymer,1891,1938,26-06-2022
61,Lorenzo Sonego,1886,1996,26-06-2022
62,Lloyd George Muirhead Harris,1882,1988,26-06-2022
63,Lorenzo Musetti,1882,1999,26-06-2022
64,Marcos Giron,1881,1934,26-06-2022
65,Vasek Pospisil,1881,1987,26-06-2022
66,Sebastian Baez,1880,1944,26-06-2022
67,Laslo Djere,1879,1945,26-06-2022
68,Jo Wilfried Tsonga,1873,2244,26-06-2022
69,Aslan Karatsev,1873,1998,26-06-2022
70,Ugo Humbert,1869,2002,26-06-2022
71,Jack Sock,1869,2144,26-06-2022
72,Corentin Moutet,1868,1921,26-06-2022
73,Steve Johnson,1865,2042,26-06-2022
74,Hugo Gaston,1864,1891,26-06-2022
75,Aljaz Bedene,1863,1939,26-06-2022
76,Benjamin Bonzi,1863,1893,26-06-2022
77,Dominik Koepfer,1863,1920,26-06-2022
78,Pedro Martinez Portero,1859,1926,26-06-2022
79,Francisco Cerundolo,1858,2014,26-06-2022
80,Albert Ramos,1854,2014,26-06-2022
81,Arthur Rinderknech,1854,1909,26-06-2022
82,Philipp Kohlschreiber,1849,2117,26-06-2022
83,Jan Lennard Struff,1841,2037,26-06-2022
84,Guido Pella,1840,2009,26-06-2022
85,Pierre Hugues Herbert,1838,1989,26-06-2022
86,Soon Woo Kwon,1838,1929,26-06-2022
87,Sam Querrey,1834,2068,26-06-2022
88,John Millman,1834,1954,26-06-2022
89,Gilles Simon,1826,2124,26-06-2022
90,Federico Coria,1825,1839,26-06-2022
91,Thiago Monteiro,1824,1846,26-06-2022
92,Bernabe Zapata Miralles,1824,1876,26-06-2022
93,Jeffrey John Wolf,1822,1926,26-06-2022
94,Ricardas Berankis,1818,1914,26-06-2022
95,Fernando Verdasco,1818,2204,26-06-2022
96,Jordan Thompson,1818,1908,26-06-2022
97,Tallon Griekspoor,1817,1961,26-06-2022
98,Alejandro Tabilo,1816,1834,26-06-2022
99,Egor Gerasimov,1814,1932,26-06-2022
100,Yoshihito Nishioka,1813,1977,26-06-2022
101,Roman Safiullin,1812,1940,26-06-2022
102,Daniel Elahi Galan Riveros,1811,1871,26-06-2022
103,Maxime Cressy,1809,1928,26-06-2022
104,Lucas Pouille,1808,2069,26-06-2022
105,Yannick Hanfmann,1805,1920,26-06-2022
106,Kamil Majchrzak,1805,1810,26-06-2022
107,Tomas Machac,1804,1806,26-06-2022
108,James Duckworth,1801,1887,26-06-2022
109,Peter Gojowczyk,1800,1935,26-06-2022
110,Alex Bolt,1800,1846,26-06-2022
111,Alexei Popyrin,1797,1916,26-06-2022
112,Pablo Cuevas,1796,2004,26-06-2022
113,Pablo Andujar,1796,1929,26-06-2022
114,Jack Draper,1796,1977,26-06-2022
115,Jaume Munar,1796,1866,26-06-2022
116,Taro Daniel,1795,1882,26-06-2022
117,Juan Manuel Cerundolo,1795,1807,26-06-2022
118,Henri Laaksonen,1794,1852,26-06-2022
119,Dusan Lajovic,1793,1962,26-06-2022
120,Federico Delbonis,1793,1953,26-06-2022
121,Jiri Vesely,1792,1952,26-06-2022
122,Radu Albot,1787,1936,26-06-2022
123,Tennys Sandgren,1786,1940,26-06-2022
124,Elias Ymer,1786,1817,26-06-2022
125,Carlos Taberner,1783,1796,26-06-2022
126,Sebastian Ofner,1783,1871,26-06-2022
127,Joao Sousa,1783,1974,26-06-2022
128,Marco Cecchinato,1783,1953,26-06-2022
129,Roberto Carballes Baena,1782,1886,26-06-2022
130,Ernesto Escobedo,1777,1815,26-06-2022
131,Jurij Rodionov,1775,1790,26-06-2022
132,Denis Kudla,1775,1855,26-06-2022
133,Nicolas Jarry,1769,1992,26-06-2022
134,Cedrik Marcel Stebe,1768,1834,26-06-2022
135,Damir Dzumhur,1768,1994,26-06-2022
136,Andreas Seppi,1766,2030,26-06-2022
137,Ivo Karlovic,1765,2061,26-06-2022
138,Stefan Kozlov,1763,1764,26-06-2022
139,Gianluca Mager,1763,1817,26-06-2022
140,Borna Gojo,1759,1856,26-06-2022
141,Max Purcell,1759,1834,26-06-2022
142,Hugo Dellien,1757,1781,26-06-2022
143,Gregoire Barrere,1756,1873,26-06-2022
144,Bjorn Fratangelo,1756,1825,26-06-2022
145,Antonie Hoang,1754,1830,26-06-2022
146,Mikhail Kukushkin,1754,1943,26-06-2022
147,Aleksandar Vukic,1752,1828,26-06-2022
148,Christopher Oconnell,1752,1854,26-06-2022
149,Andrej Martin,1752,1850,26-06-2022
150,Yosuke Watanuki,1752,1819,26-06-2022
151,Liam Broady,1749,1822,26-06-2022
152,Daniel Altmaier,1748,1826,26-06-2022
153,Malek Jaziri,1742,1922,26-06-2022
154,Antoine Bellier,1733,1743,26-06-2022
155,Stefano Travaglia,1730,1879,26-06-2022
156,Illya Marchenko,1728,1865,26-06-2022
157,Norbert Gombos,1726,1837,26-06-2022
158,Thiago Seyboth Wild,1725,1804,26-06-2022
159,Marco Trungelliti,1724,1794,26-06-2022
160,Yuichi Sugita,1722,1933,26-06-2022
161,Denis Istomin,1722,1987,26-06-2022
162,Facundo Bagnis,1720,1804,26-06-2022
163,Nikola Milojevic,1715,1736,26-06-2022
164,Michael Mmoh,1715,1866,26-06-2022
165,Juan Ignacio Londero,1712,1901,26-06-2022
166,Benoit Paire,1712,2003,26-06-2022
167,Jiri Lehecka,1705,1962,26-06-2022
168,Maximilian Marterer,1705,1888,26-06-2022
169,Jozef Kovalik,1704,1806,26-06-2022
170,Christopher Eubanks,1701,1932,26-06-2022
171,Marc Polmans,1701,1739,26-06-2022
172,Jason Jung,1699,1778,26-06-2022
173,Evgeny Donskoy,1699,1835,26-06-2022
174,Mitchell Krueger,1696,1734,26-06-2022
175,Juan Pablo Varillas Patino Samudio,1691,1845,26-06-2022
176,Renzo Olivo,1691,1805,26-06-2022
177,Feliciano Lopez,1691,2074,26-06-2022
178,Sumit Nagal,1683,1706,26-06-2022
179,Dennis Novak,1680,1802,26-06-2022
180,Alessandro Giannessi,1664,1776,26-06-2022
181,Salvatore Caruso,1641,1819,26-06-2022
182,Pedro Sousa,1637,1757,26-06-2022
183,Jay Clarke,1637,1637,26-06-2022
184,Yasutaka Uchiyama,1624,1763,26-06-2022
185,Emilio Gomez,1623,1744,26-06-2022
186,Tomas Martin Etcheverry,1620,1932,26-06-2022
187,Quentin Halys,1616,1844,26-06-2022
188,Viktor Durasovic,1570,1640,26-06-2022
1,Rafael Nadal,2401,2552,20-06-2022
2,Novak Djokovic,2367,2629,20-06-2022
3,Alexander Zverev,2242,2303,20-06-2022
4,Daniil Medvedev,2240,2316,20-06-2022
5,Roger Federer,2235,2550,20-06-2022
6,Carlos Alcaraz Garfia,2207,2344,20-06-2022
7,Stefanos Tsitsipas,2172,2258,20-06-2022
8,Matteo Berrettini,2162,2173,20-06-2022
9,Casper Ruud,2147,2163,20-06-2022
10,Jannik Sinner,2129,2256,20-06-2022
11,Andrey Rublev,2126,2227,20-06-2022
12,Hubert Hurkacz,2099,2099,20-06-2022
13,Felix Auger Aliassime,2084,2140,20-06-2022
14,Nick Kyrgios,2083,2176,20-06-2022
15,Andy Murray,2061,2500,20-06-2022
16,Kei Nishikori,2055,2296,20-06-2022
17,Cameron Norrie,2055,2105,20-06-2022
18,Dominic Thiem,2039,2250,20-06-2022
19,Diego Sebastian Schwartzman,2036,2097,20-06-2022
20,Marin Cilic,2033,2232,20-06-2022
21,Taylor Fritz,2028,2134,20-06-2022
22,Gael Monfils,2026,2189,20-06-2022
23,Grigor Dimitrov,2026,2203,20-06-2022
24,Roberto Bautista Agut,2016,2135,20-06-2022
25,Karen Khachanov,2009,2137,20-06-2022
26,Stan Wawrinka,2009,2291,20-06-2022
27,Pablo Carreno Busta,2007,2121,20-06-2022
28,Denis Shapovalov,1983,2075,20-06-2022
29,Sebastian Korda,1982,2071,20-06-2022
30,Alex De Minaur,1978,2083,20-06-2022
31,Reilly Opelka,1975,2033,20-06-2022
32,John Isner,1973,2147,20-06-2022
33,Miomir Kecmanovic,1962,1977,20-06-2022
34,Botic Van De Zandschulp,1961,1998,20-06-2022
35,Ilya Ivashka,1951,1987,20-06-2022
36,Filip Krajinovic,1951,2033,20-06-2022
37,Alejandro Davidovich Fokina,1947,1998,20-06-2022
38,Tommy Paul,1946,2066,20-06-2022
39,Frances Tiafoe,1943,2068,20-06-2022
40,David Goffin,1938,2165,20-06-2022
41,Christian Garin,1938,2010,20-06-2022
42,Holger Vitus Nodskov Rune,1936,2146,20-06-2022
43,Kevin Anderson,1933,2181,20-06-2022
44,Jenson Brooksby,1932,1984,20-06-2022
45,Borna Coric,1932,2102,20-06-2022
46,Jeremy Chardy,1924,2016,20-06-2022
47,Marton Fucsovics,1922,2018,20-06-2022
48,Daniel Evans,1921,2002,20-06-2022
49,Fabio Fognini,1920,2112,20-06-2022
50,Mackenzie Mcdonald,1914,1944,20-06-2022
51,Emil Ruusuvuori,1905,1963,20-06-2022
52,Alexander Bublik,1905,1968,20-06-2022
53,Alex Molcan,1905,1941,20-06-2022
54,Oscar Otte,1904,1917,20-06-2022
55,Nikoloz Basilashvili,1903,1990,20-06-2022
56,Richard Gasquet,1902,2196,20-06-2022
57,Thanasi Kokkinakis,1897,1914,20-06-2022
58,Brandon Nakashima,1897,1958,20-06-2022
59,Adrian Mannarino,1896,2004,20-06-2022
60,Mikael Ymer,1891,1938,20-06-2022
61,Lorenzo Sonego,1886,1996,20-06-2022
62,Sebastian Baez,1886,1944,20-06-2022
63,Laslo Djere,1884,1945,20-06-2022
64,Lloyd George Muirhead Harris,1882,1988,20-06-2022
65,Lorenzo Musetti,1882,1999,20-06-2022
66,Vasek Pospisil,1881,1987,20-06-2022
67,Jo Wilfried Tsonga,1873,2244,20-06-2022
68,Ugo Humbert,1869,2002,20-06-2022
69,Jack Sock,1869,2144,20-06-2022
70,Corentin Moutet,1868,1921,20-06-2022
71,Aslan Karatsev,1866,1998,20-06-2022
72,Steve Johnson,1865,2042,20-06-2022
73,Hugo Gaston,1864,1891,20-06-2022
74,Aljaz Bedene,1863,1939,20-06-2022
75,Dominik Koepfer,1863,1920,20-06-2022
76,Marcos Giron,1859,1934,20-06-2022
77,Pedro Martinez Portero,1859,1926,20-06-2022
78,Francisco Cerundolo,1858,2014,20-06-2022
79,Albert Ramos,1854,2014,20-06-2022
80,Arthur Rinderknech,1854,1909,20-06-2022
81,Philipp Kohlschreiber,1849,2117,20-06-2022
82,Jan Lennard Struff,1841,2037,20-06-2022
83,Guido Pella,1840,2009,20-06-2022
84,Pierre Hugues Herbert,1838,1989,20-06-2022
85,Soon Woo Kwon,1838,1929,20-06-2022
86,Sam Querrey,1834,2068,20-06-2022
87,John Millman,1834,1954,20-06-2022
88,Benjamin Bonzi,1831,1893,20-06-2022
89,Jordan Thompson,1828,1908,20-06-2022
90,Alejandro Tabilo,1828,1834,20-06-2022
91,Gilles Simon,1826,2124,20-06-2022
92,Federico Coria,1825,1839,20-06-2022
93,Thiago Monteiro,1824,1846,20-06-2022
94,Bernabe Zapata Miralles,1824,1876,20-06-2022
95,Jeffrey John Wolf,1822,1926,20-06-2022
96,Ricardas Berankis,1818,1914,20-06-2022
97,Fernando Verdasco,1818,2204,20-06-2022
98,Egor Gerasimov,1814,1932,20-06-2022
99,Federico Delbonis,1813,1953,20-06-2022
100,Yoshihito Nishioka,1813,1977,20-06-2022
101,Roman Safiullin,1812,1940,20-06-2022
102,Daniel Elahi Galan Riveros,1811,1871,20-06-2022
103,Dusan Lajovic,1810,1962,20-06-2022
104,Maxime Cressy,1809,1928,20-06-2022
105,Tallon Griekspoor,1809,1961,20-06-2022
106,Lucas Pouille,1808,2069,20-06-2022
107,Jaume Munar,1807,1866,20-06-2022
108,Yannick Hanfmann,1805,1920,20-06-2022
109,Kamil Majchrzak,1805,1810,20-06-2022
110,Tomas Machac,1804,1806,20-06-2022
111,James Duckworth,1801,1887,20-06-2022
112,Taro Daniel,1801,1882,20-06-2022
113,Peter Gojowczyk,1800,1935,20-06-2022
